Date,Open,High,Low,Close,Volume
2023-04-17,276.71748989986634,277.35716846826415,275.1326429070172,276.21148681640625,2371000
2023-04-18,276.29746088132225,278.0064271092023,275.91557663703236,277.7391052246094,2086700
2023-04-19,277.73910710803165,278.39786981665657,277.0517038092883,278.0827941894531,2254000
2023-04-20,277.78687607063,278.4647520381791,276.75578552581806,277.8250732421875,2274200
2023-04-21,279.08524346048415,279.28572757001035,277.3571933898547,278.8370056152344,2171200
2023-04-24,279.5721422727786,280.14498316827616,278.50285480699546,279.9254150390625,2995200
2023-04-25,281.64396317078786,281.64396317078786,276.3261362633869,278.3119812011719,5845200
2023-04-26,276.8511844782914,278.30235608628504,276.6411437988281,276.6411437988281,3290000
2023-04-27,277.55768645601927,281.69163338205584,276.87028320813556,281.3765869140625,3142300
2023-04-28,281.48156447929665,282.7704490818845,280.6032337780824,282.35992431640625,2837200
2023-05-01,282.33134178430566,285.271882627116,282.26450402663005,284.10711669921875,2124400
2023-05-02,283.9066318685546,284.9472788541983,282.1976655795905,284.574951171875,2083800
2023-05-03,283.324227671062,283.80159021713894,281.3097425759506,281.85394287109375,2425500
2023-05-04,282.6559387423694,282.8946200409856,280.18320398501373,281.79669189453125,2005300
2023-05-05,282.3790705327742,283.57247706919486,281.1283828134776,283.1715087890625,1815400
2023-05-08,283.64885659129726,283.90662190077876,282.1881282324347,283.2574157714844,2969600
2023-05-09,285.1095694318718,285.3291375641792,282.8850435691242,283.228759765625,1637500
2023-05-10,282.96148316669706,284.50813345865396,280.53647279728517,283.14288330078125,1849300
2023-05-11,283.0760535624424,283.49613502844954,280.0782021128372,281.4434814453125,1955100
2023-05-12,281.8252993223132,283.00914910065666,280.9851365883027,282.7322998046875,1801700
2023-05-15,282.3790548934672,283.2096902709694,281.3193239330508,282.503173828125,1700500
2023-05-16,282.54139434330705,282.78007565709737,280.6701410012436,280.8324279785156,2859500
2023-05-17,282.14034584067724,282.14034584067724,279.40028951613914,280.1736145019531,2802100
2023-05-18,279.97316995712697,281.0997387208599,277.9491571583116,280.7369384765625,2410700
2023-05-19,280.5364344996737,282.59864431939343,279.2284657062907,282.16900634765625,2371200
2023-05-22,282.16897256224803,283.20964849043764,276.0492107248327,276.24969482421875,2514700
2023-05-23,275.10404214521344,275.4382017700345,272.5167451843854,273.4046325683594,2943900
2023-05-24,273.48107037582736,274.12072000262026,271.695709613279,272.9750671386719,2262100
2023-05-25,273.8056286951683,273.9201910492356,271.81978410500665,272.5931091308594,2748100
2023-05-26,272.74585291352537,275.6768658915504,272.74585291352537,273.0895690917969,2148200
2023-05-30,271.0750965076193,273.38554411933717,270.83641522746206,272.0202941894531,3385200
2023-05-31,271.9820920295144,272.76497360666224,270.5213637872253,272.20166015625,3104900
2023-06-01,272.02027897268636,274.99901652067547,270.7600348913381,274.8367004394531,2605300
2023-06-02,275.17267364670585,278.5319492545073,274.6351918927023,278.25360107421875,2869000
2023-06-05,278.3399507833547,278.81984725022255,276.44915753227315,276.83306884765625,1974500
2023-06-06,278.2055944972082,278.5607425235021,270.6424500009305,273.0995178222656,2771500
2023-06-07,273.0131022635778,273.29142111552346,269.9993384965401,270.56561279296875,3614800
2023-06-08,269.673070351741,274.55841374980673,268.74206986665195,274.2896728515625,3043700
