Date,Open,High,Low,Close,Volume
2023-04-17,133.24620519863961,133.35093663285537,131.06590564907688,133.1319580078125,16050500
2023-04-18,133.55089307359844,134.9885569274646,132.37028541704944,134.6267547607422,13760100
2023-04-19,134.46489905801047,134.7219697819361,133.67465537177515,134.45538330078125,9158100
2023-04-20,133.20813466806516,134.65531425442393,133.14148078465306,134.0650177001953,10586200
2023-04-21,133.04628549776163,134.35065614558434,132.1322642990206,133.80795288085938,11842500
2023-04-24,133.7318048660824,134.3411475216415,133.33191058248514,133.98886108398438,7567500
2023-04-25,132.91298221051164,133.25573831815785,131.0373466392077,131.07542419433594,10629300
2023-04-26,131.02781940571654,131.20872048450255,127.58122673536714,128.75230407714844,14416100
2023-04-27,129.48541619417864,131.30392809947745,129.1617061403826,130.48512268066406,9041100
2023-04-28,130.01858505213818,131.69428791897752,129.17121786256493,131.6181182861328,9881800
2023-05-01,135.4455626806016,136.50239287215382,134.0840684441385,134.43634033203125,20415800
2023-05-02,134.62673386602017,135.58836273298053,131.79899991141994,132.26553344726562,14113400
2023-05-03,131.8085386869585,132.027517307419,129.25690676485797,129.46636962890625,12930900
2023-05-04,128.4952389875505,129.21882872470982,125.49611955153875,127.69546508789062,17089200
2023-05-05,129.90433942919316,131.27536378114328,129.39972831741596,130.18997192382812,11259100
2023-05-08,130.90406063456444,131.3610639607097,129.9424316119556,130.50418090820312,7484900
2023-05-09,129.4187451885915,130.38988974933432,128.73324761804008,129.87576293945312,7343600
2023-05-10,131.34201486250757,131.4467463022995,128.40954907620738,129.9424285888672,8133400
2023-05-11,128.53331356401452,130.25660973993178,128.43809789096645,129.53302001953125,7057300
2023-05-12,130.26613913678796,130.42799415756977,126.75289293217219,127.67642974853516,9986400
2023-05-15,127.83829745405637,129.17122983267953,127.5431491793522,128.75230407714844,7639500
2023-05-16,128.97130201924483,129.4283053477265,127.54315390584996,127.88591003417969,6477200
2023-05-17,129.39021473208533,131.9513627023237,128.9713034841454,131.8180694580078,12711500
2023-05-18,131.64670211179214,133.0367581921673,131.1611224371359,132.81777954101562,10999600
2023-05-19,133.09387283767,133.76035355976813,131.51340001361532,132.51309204101562,13490700
2023-05-22,134.24590108660973,134.8552436026256,131.065895285148,131.4181671142578,11402500
2023-05-23,130.95164045998388,132.3702726626066,129.9233867140445,130.04714965820312,9514900
2023-05-24,128.9141792709534,129.8186848063115,128.6095151915767,128.8570556640625,8578000
2023-05-25,128.3619437565307,129.74248385893412,128.13343485621076,129.1712188720703,8472500
2023-05-26,129.59015792692807,131.0087902559653,129.1331546071345,130.38040161132812,8579900
2023-05-30,130.24708449302543,131.12301341532753,129.50444878655472,130.87547302246094,7399900
2023-05-31,130.18045027551952,130.2851817129042,127.96205857664233,129.20932006835938,14219900
2023-06-01,129.9805237561119,131.60860446218882,128.9617711332563,130.98974609375,12248100
2023-06-02,132.87488920637477,134.70291692519112,132.66542633493899,133.74130249023438,12917200
2023-06-05,133.3985741207132,133.3985741207132,131.51342241371003,132.42742919921875,8511900
2023-06-06,132.0370471319182,133.38904013586983,131.58957408690827,132.66543579101562,9329500
2023-06-07,132.8653831551556,134.50299416352868,132.1798708945402,133.95077514648438,9281400
2023-06-08,133.93173748000618,134.14120037984287,132.7987375748553,133.98886108398438,7368100
2023-06-09,133.62707321699662,135.00761357995376,133.49377996528784,134.2554473876953,7249100
2023-06-12,134.31256452390383,134.55058918816718,133.0653030797509,134.24591064453125,7596600
2023-06-13,133.750831290167,136.0263467718763,133.42712119469775,135.21707153320312,7701600
2023-06-14,136.15011190389325,136.73089268264016,133.96028202364064,134.7124481201172,9068700
2023-06-15,133.85554741223444,136.5309423281616,133.32237448594083,136.2357940673828,9343100
2023-06-16,136.1977114669526,137.07364046024875,135.67405431664727,136.39764404296875,13812100
2023-06-20,135.7787758290956,136.1500936853043,134.28397412085084,135.70260620117188,8428600
2023-06-21,136.05488997407184,137.1212503308378,134.90285875418616,135.502685546875,9926500
2023-06-22,135.493177055951,135.76929384183362,132.29412452684798,132.89395141601562,10075200
2023-06-23,131.90375076650855,132.5130933684571,131.02782168419964,132.19891357421875,9907500
2023-06-26,132.21793498376485,133.30332686452985,131.0944655492329,132.52261352539062,8429700
2023-06-27,132.3417029400903,133.1414622625355,131.90373119996758,132.53211975097656,8154000
2023-06-28,132.4940735328902,132.5416813788382,131.35155786951262,131.9513702392578,7558600
2023-06-29,133.36048650023935,136.6833020296197,133.1510236010499,136.5595245361328,15423200
2023-06-30,137.67349184008367,139.00642434456662,136.77851664655597,138.47325134277344,14208500
2023-07-03,139.1872938014667,140.4154945779928,139.00639274672045,139.58717346191406,8021600
2023-07-05,138.9449122714751,139.41463525327674,138.38890080344873,138.65731811523438,8934900
