Date,Open,High,Low,Close,Volume
2023-04-17,32.21127341843191,32.53741142926824,31.88513174838623,32.07697677612305,6513900
2023-04-18,31.971465153286786,32.56619282075903,31.865948186965515,32.499046325683594,8243600
2023-04-19,32.25923844972188,32.82519012986471,31.971467215237844,32.71967315673828,8736600
2023-04-20,32.13452709972511,32.55659121297352,32.000234139110106,32.489444732666016,7708800
2023-04-21,32.64293083493258,32.662116070985064,31.6932854351972,32.038612365722656,10337000
2023-04-24,32.18249235367378,33.400727255330445,32.14412188609187,33.06499481201172,10320400
2023-04-25,32.68130220323398,33.38154687190864,31.48225236114524,31.894725799560547,15761500
2023-04-26,31.539803753494247,31.95227713544734,30.216051884453876,30.42708396911621,10696500
2023-04-27,29.92827817668126,30.762815657776173,29.534990061755252,30.695669174194336,11327500
2023-04-28,30.475045633075744,31.58776353596788,30.29278957823519,31.41510009765625,8327800
2023-05-01,30.906706034199736,31.51102444438127,30.772413054159394,31.22325325012207,9324900
2023-05-02,30.638117099451147,30.686078353500307,28.57575207205966,28.642898559570312,12164500
2023-05-03,28.105723362159374,28.662082332474192,27.904283897033732,27.961837768554688,9849200
2023-05-04,27.88509656600079,28.230423428362606,27.30955240526592,27.837135314941406,10565800
2023-05-05,28.959446382173986,29.06496150259038,28.575750877013274,28.662080764770508,8593600
2023-05-08,29.343145675600613,29.573363008418614,28.729232788085938,28.729232788085938,5887700
2023-05-09,28.3167565828112,29.199257186219285,28.19205439635319,28.87311553955078,8923600
2023-05-10,29.08414978566393,29.132112872342304,28.019393046264813,28.355127334594727,9392300
2023-05-11,27.81795163876999,28.000207696278792,26.935451030838625,27.328739166259766,10903600
2023-05-12,27.645289030911187,27.990615922995115,27.26159350059827,27.443849563598633,9583700
2023-05-15,27.654880422249292,28.278385860075588,27.491809600392767,27.913875579833984,7121300
2023-05-16,27.731622306819997,27.87550791004393,26.705236019656663,26.74360466003418,8574300
2023-05-17,27.18485464908522,27.981023568041298,26.75319602993841,27.760398864746094,9419100
2023-05-18,27.5109985244005,28.719640925678885,27.309557209385048,28.652494430541992,10857800
2023-05-19,29.01700476849801,29.35273907388919,28.68127046310683,28.940265655517578,9637100
2023-05-22,28.921079443998064,29.2855915905591,28.585345149935442,28.98822593688965,8872700
2023-05-23,29.11292670402922,29.51580747118393,28.815562894578363,29.33355140686035,9699400
2023-05-24,29.534990460200028,30.014610297517173,29.285587925242574,29.563766479492188,11404700
2023-05-25,29.017001918420334,29.333550957073463,28.73882151768643,29.084148406982422,10320000
2023-05-26,29.362329984195114,29.5062155839654,28.61412230394309,28.96904182434082,9841800
2023-05-30,28.307165921895052,28.604529739247432,27.933062995883844,28.518198013305664,11485800
2023-05-31,27.913878334619252,28.153688282803945,27.280780217780038,27.482219696044922,23229500
2023-06-01,27.558958123745835,29.017003011703494,27.558958123745835,28.777193069458008,10855300
2023-06-02,29.35273536164565,30.820372770089524,29.27599625837042,30.350343704223633,12554500
2023-06-05,31.031403701974703,31.031403701974703,29.64050719571258,29.889909744262695,11175400
2023-06-06,29.263186398004404,30.27558583805928,29.263186398004404,30.11167335510254,8636500
2023-06-07,30.343079300562298,31.529035205833807,30.188808942633077,31.3844051361084,12005700
2023-06-08,31.51938984192528,31.63509536381326,30.487708018424517,30.998729705810547,7361400
2023-06-09,30.950517452620915,31.59652708108673,30.796248939483434,31.18192481994629,6962400
2023-06-12,30.478067224633143,31.172285673943186,30.391289918469386,30.593769073486328,6719800
2023-06-13,31.152998027142612,32.416085294980626,31.04693647803666,31.52903175354004,10079200
2023-06-14,31.80864901416143,32.05933694787314,30.641977450129566,30.902307510375977,7689100
2023-06-15,30.979448516843053,31.760440637323416,30.96980455001736,31.538677215576172,7427000
2023-06-16,31.586882912233623,31.741153263427737,31.16264036597363,31.413331985473633,10393300
2023-06-20,31.056577019907994,31.124070064784433,30.140597092367308,30.352718353271484,8474300
2023-06-21,30.150244399148573,31.287989748406684,29.976689774475588,30.776968002319336,8443200
2023-06-22,30.372003336975617,30.400929716496535,29.764564079417042,30.150239944458008,6098000
2023-06-23,29.147480277056257,29.832056533066034,28.96428539420717,29.783845901489258,14259300
2023-06-26,29.967042792276686,30.8540981887656,29.967042792276686,30.53591537475586,6366100
2023-06-27,30.449141431240935,31.355481180326137,30.23702014487962,31.25905990600586,8213000
2023-06-28,31.10478855513761,31.63509635178086,30.61305294509027,31.3940486907959,6937100
2023-06-29,31.47118733862518,32.030419771933886,31.11443777005351,32.00149154663086,7678400
2023-06-30,32.23289352979182,32.29074629255806,31.77972275002816,31.808650970458984,7593900
2023-07-03,32.0111293970846,32.78248115933217,31.779722029362663,32.42573165893555,3888000
